0.000000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.001000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.002000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.003000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.004000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.005000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.006000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.007000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.008000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
0.009000, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, 0.000505, -0.368269, -0.000656, 0.782288, 0.000669, -0.414018, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.261799, 1.570000, -0.261799, 0.000000, 0.261799, 0.000000, 0.000000, 0.000000, 0.261799, -1.570000, -0.261799, 0.000000, -0.261799
