0 0.000034 -1.23466 0 0.902969 0.000005 0.337744 0.000255 -1.2169 0 1.64047 0.000077 -0.416779 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.001 0.000033 -1.234323 0 0.902379 0.000005 0.337997 0.000253 -1.217393 0 1.640986 0.000077 -0.416798 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.002 0.000032 -1.233986 0 0.90179 0.000005 0.33825 0.00025 -1.217885 0 1.641502 0.000077 -0.416817 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.003 0.000032 -1.23365 0 0.9012 0.000005 0.338503 0.000248 -1.218378 0 1.642018 0.000077 -0.416837 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.004 0.000031 -1.233313 0 0.90061 0.000005 0.338756 0.000245 -1.218871 0 1.642534 0.000078 -0.416856 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.005 0.00003 -1.232976 0 0.900021 0.000005 0.339009 0.000243 -1.219364 0 1.64305 0.000078 -0.416875 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.006 0.000029 -1.232639 0 0.899431 0.000005 0.339262 0.00024 -1.219856 0 1.643566 0.000078 -0.416894 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.007 0.000028 -1.232302 0 0.898841 0.000005 0.339515 0.000238 -1.220349 0 1.644082 0.000078 -0.416914 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.008 0.000027 -1.231965 0 0.898251 0.000004 0.339768 0.000235 -1.220842 0 1.644598 0.000078 -0.416933 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.009 0.000026 -1.231629 0 0.897662 0.000004 0.340021 0.000233 -1.221334 0 1.645114 0.000078 -0.416952 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.01 0.000025 -1.231292 0 0.897072 0.000004 0.340274 0.00023 -1.221827 0 1.64563 0.000078 -0.416971 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011 0.000024 -1.230955 0 0.896482 0.000004 0.340527 0.000228 -1.22232 0 1.646146 0.000078 -0.416991 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.012 0.000023 -1.230618 0 0.895893 0.000004 0.34078 0.000225 -1.222813 0 1.646662 0.000078 -0.41701 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.013 0.000022 -1.230281 0 0.895303 0.000004 0.341033 0.000223 -1.223305 0 1.647178 0.000078 -0.417029 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.014 0.000021 -1.229945 0 0.894713 0.000004 0.341286 0.00022 -1.223798 0 1.647694 0.000078 -0.417048 0 0 0.02 0 0 -0.3 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
