0 0.000034 -1.23466 0 0.902969 0.000005 0.337744 0.000255 -1.2169 0 1.64047 0.000077 -0.416779 -0.000031 -0.000134 0.02 -0.282689 -0.034352 -0.214572 0.12965 -1.7903 0 0 0 0.282689 -0.034352 0.214572 -0.12965 -1.7903 0 0 0 0 0 0 0 0 0 0 0 0 0
0.001 0.000033 -1.234323 0 0.902379 0.000005 0.337997 0.000253 -1.217393 0 1.640986 0.000077 -0.416798 -0.000031 -0.000134 0.02 -0.282754 -0.034514 -0.214614 0.129592 -1.790645 0 0 0 0.282754 -0.034514 0.214614 -0.129592 -1.790645 0 0 0 0 0 0 0 0 0 0 0 0 0
0.002 0.000032 -1.233986 0 0.90179 0.000005 0.33825 0.00025 -1.217885 0 1.641502 0.000077 -0.416817 -0.000031 -0.000134 0.02 -0.282818 -0.034676 -0.214656 0.129534 -1.79099 0 0 0 0.282818 -0.034676 0.214656 -0.129534 -1.79099 0 0 0 0 0 0 0 0 0 0 0 0 0
0.003 0.000032 -1.23365 0 0.9012 0.000005 0.338503 0.000248 -1.218378 0 1.642018 0.000077 -0.416837 -0.000031 -0.000134 0.02 -0.282883 -0.034839 -0.214698 0.129476 -1.791335 0 0 0 0.282883 -0.034839 0.214698 -0.129476 -1.791335 0 0 0 0 0 0 0 0 0 0 0 0 0
0.004 0.000031 -1.233313 0 0.90061 0.000005 0.338756 0.000245 -1.218871 0 1.642534 0.000078 -0.416856 -0.000031 -0.000134 0.02 -0.282947 -0.035001 -0.21474 0.129419 -1.79168 0 0 0 0.282947 -0.035001 0.21474 -0.129419 -1.79168 0 0 0 0 0 0 0 0 0 0 0 0 0
0.005 0.00003 -1.232976 0 0.900021 0.000005 0.339009 0.000243 -1.219364 0 1.64305 0.000078 -0.416875 -0.000031 -0.000134 0.02 -0.283012 -0.035163 -0.214782 0.129361 -1.792025 0 0 0 0.283012 -0.035163 0.214782 -0.129361 -1.792025 0 0 0 0 0 0 0 0 0 0 0 0 0
0.006 0.000029 -1.232639 0 0.899431 0.000005 0.339262 0.00024 -1.219856 0 1.643566 0.000078 -0.416894 -0.000031 -0.000134 0.02 -0.283077 -0.035326 -0.214825 0.129303 -1.79237 0 0 0 0.283077 -0.035326 0.214825 -0.129303 -1.79237 0 0 0 0 0 0 0 0 0 0 0 0 0
0.007 0.000028 -1.232302 0 0.898841 0.000005 0.339515 0.000238 -1.220349 0 1.644082 0.000078 -0.416914 -0.000032 -0.000134 0.02 -0.283141 -0.035488 -0.214867 0.129245 -1.792715 0 0 0 0.283141 -0.035488 0.214867 -0.129245 -1.792715 0 0 0 0 0 0 0 0 0 0 0 0 0
0.008 0.000027 -1.231965 0 0.898251 0.000004 0.339768 0.000235 -1.220842 0 1.644598 0.000078 -0.416933 -0.000032 -0.000134 0.02 -0.283206 -0.03565 -0.214909 0.129187 -1.79306 0 0 0 0.283206 -0.03565 0.214909 -0.129187 -1.79306 0 0 0 0 0 0 0 0 0 0 0 0 0
0.009 0.000026 -1.231629 0 0.897662 0.000004 0.340021 0.000233 -1.221334 0 1.645114 0.000078 -0.416952 -0.000032 -0.000134 0.02 -0.28327 -0.035813 -0.214951 0.129129 -1.793406 0 0 0 0.28327 -0.035813 0.214951 -0.129129 -1.793406 0 0 0 0 0 0 0 0 0 0 0 0 0
0.01 0.000025 -1.231292 0 0.897072 0.000004 0.340274 0.00023 -1.221827 0 1.64563 0.000078 -0.416971 -0.000032 -0.000134 0.02 -0.283335 -0.035975 -0.214993 0.129071 -1.793751 0 0 0 0.283335 -0.035975 0.214993 -0.129071 -1.793751 0 0 0 0 0 0 0 0 0 0 0 0 0
0.011 0.000024 -1.230955 0 0.896482 0.000004 0.340527 0.000228 -1.22232 0 1.646146 0.000078 -0.416991 -0.000032 -0.000134 0.02 -0.2834 -0.036137 -0.215035 0.129014 -1.794096 0 0 0 0.2834 -0.036137 0.215035 -0.129014 -1.794096 0 0 0 0 0 0 0 0 0 0 0 0 0
0.012 0.000023 -1.230618 0 0.895893 0.000004 0.34078 0.000225 -1.222813 0 1.646662 0.000078 -0.41701 -0.000032 -0.000134 0.02 -0.283464 -0.0363 -0.215077 0.128956 -1.794441 0 0 0 0.283464 -0.0363 0.215077 -0.128956 -1.794441 0 0 0 0 0 0 0 0 0 0 0 0 0
0.013 0.000022 -1.230281 0 0.895303 0.000004 0.341033 0.000223 -1.223305 0 1.647178 0.000078 -0.417029 -0.000032 -0.000134 0.02 -0.283529 -0.036462 -0.215119 0.128898 -1.794786 0 0 0 0.283529 -0.036462 0.215119 -0.128898 -1.794786 0 0 0 0 0 0 0 0 0 0 0 0 0
0.014 0.000021 -1.229945 0 0.894713 0.000004 0.341286 0.00022 -1.223798 0 1.647694 0.000078 -0.417048 -0.000032 -0.000134 0.02 -0.283593 -0.036624 -0.215161 0.12884 -1.795131 0 0 0 0.283593 -0.036624 0.215161 -0.12884 -1.795131 0 0 0 0 0 0 0 0 0 0 0 0 0
0.015 0.00002 -1.229608 0 0.894124 0.000004 0.341539 0.000218 -1.224291 0 1.64821 0.000078 -0.417068 -0.000032 -0.000134 0.02 -0.283658 -0.036787 -0.215203 0.128782 -1.795476 0 0 0 0.283658 -0.036787 0.215203 -0.128782 -1.795476 0 0 0 0 0 0 0 0 0 0 0 0 0
0.016 0.000019 -1.229271 0 0.893534 0.000004 0.341792 0.000215 -1.224784 0 1.648726 0.000078 -0.417087 -0.000032 -0.000134 0.02 -0.283723 -0.036949 -0.215245 0.128724 -1.795821 0 0 0 0.283723 -0.036949 0.215245 -0.128724 -1.795821 0 0 0 0 0 0 0 0 0 0 0 0 0
0.017 0.000019 -1.228934 0 0.892944 0.000004 0.342045 0.000213 -1.225276 0 1.649242 0.000078 -0.417106 -0.000033 -0.000134 0.02 -0.283787 -0.037111 -0.215287 0.128666 -1.796166 0 0 0 0.283787 -0.037111 0.215287 -0.128666 -1.796166 0 0 0 0 0 0 0 0 0 0 0 0 0
0.018 0.000018 -1.228597 0 0.892355 0.000004 0.342298 0.00021 -1.225769 0 1.649758 0.000079 -0.417125 -0.000033 -0.000134 0.02 -0.283852 -0.037274 -0.21533 0.128609 -1.796511 0 0 0 0.283852 -0.037274 0.21533 -0.128609 -1.796511 0 0 0 0 0 0 0 0 0 0 0 0 0
